joe	6
rogan	4
experience	3
elon	3
youtube	11
watch	25
podcast	7
check	6
train	7
day	12
night	4
uh	208
sort	30
future	7
basically	25
top	16
totally	20
dominate	4
china	3
yeah	375
bite	11
korea	5
world	17
wow	4
worth	7
list	4
actual	8
interest	13
um	282
talk	33
good	59
person	281
video	39
game	29
important	10
difficult	6
require	6
stress	5
cuz	19
hard	17
play	29
concentrate	3
fully	7
calm	4
effect	4
force	6
find	19
kind	39
mental	5
shoot	8
move	16
thing	155
clean	4
mind	6
read	10
surgeon	6
error	3
manual	5
dexterity	4
sense	24
completely	9
epic	3
skill	4
order	3
fast	10
reaction	3
player	4
incredible	5
rank	6
type	9
extremely	5
high	13
screen	3
react	4
time	54
imagine	11
hey	10
understand	11
test	7
hand	5
click	7
wrong	16
lose	14
necessarily	3
quake	7
rise	5
period	3
human	5
back	22
love	11
college	4
put	28
news	5
super	17
fun	5
guy	63
land	5
start	15
addict	7
line	14
house	15
computer	4
buy	11
suck	3
involve	3
golf	6
guess	11
walk	11
friend	10
hit	4
cool	9
term	11
amount	8
large	4
hear	14
sound	9
rocket	8
fly	8
jamie	3
nut	9
addictive	3
hour	13
sport	4
beat	6
dismiss	4
waste	3
show	23
real	26
benefit	7
town	3
fact	18
clear	7
post	22
case	9
tire	3
brain	5
work	26
immediately	7
state	35
fine	15
feel	16
family	3
covid	3
operate	3
level	13
form	4
sleep	11
busy	6
word	9
massive	10
huge	7
minute	8
wake	8
cu	6
bad	40
creatine	4
apparently	4
weird	26
part	9
food	4
woman	27
big	40
performance	3
deprive	3
increase	5
pretty	18
steak	4
meat	4
animal	3
base	12
egg	3
crash	3
stay	9
flat	8
eat	6
run	25
essentially	12
great	19
head	10
numb	13
global	6
warm	3
true	17
matter	8
problem	19
factory	6
farm	3
carbon	3
difference	9
propaganda	9
product	4
green	4
energy	3
generally	6
push	16
financial	3
reason	19
measure	4
funny	7
speak	5
crazy	66
absolutely	10
literally	19
today	5
direction	3
twitter	22
change	17
history	14
road	3
path	4
censorship	5
control	13
narrative	6
medium	27
social	11
suppress	5
information	13
government	45
effort	3
intelligence	4
agent	4
disinformation	3
idea	18
border	7
acquisition	3
interaction	3
account	12
obama	10
system	11
sit	7
president	18
deep	4
platform	4
trump	57
insane	24
stuff	21
dog	9
give	25
violent	5
listen	8
point	24
create	15
violence	4
place	11
accuse	3
encourage	4
illegal	30
hat	3
conspiracy	6
theory	6
trade	3
organization	9
protest	4
light	3
fire	7
sudden	8
peaceful	3
long	21
shut	4
zone	4
red	6
amendment	11
car	27
folk	4
man	32
issue	15
win	18
boy	6
live	8
concert	3
advertiser	4
boycott	6
bunch	19
leftwing	4
bring	9
fiction	3
hilarious	4
business	7
billion	7
exact	3
total	9
center	4
counter	4
hate	8
scam	3
truth	3
kamala	6
freak	7
regime	3
exist	14
doj	4
speech	15
misinformation	11
stop	17
file	3
lawsuit	8
attack	18
spacex	9
hire	6
asylum	4
seeker	4
legal	11
permanent	7
resident	5
drj	3
american	7
citizen	6
weapon	3
technology	6
traffic	4
arm	3
regulation	9
unite	6
north	4
launch	3
america	20
law	11
home	5
country	17
card	5
break	6
small	6
year	38
giant	9
situation	10
damn	4
robot	17
catch	4
realize	8
wild	13
holy	5
company	22
famous	3
quote	4
chief	4
police	5
crime	4
decide	9
target	4
figure	3
office	3
openly	4
hoax	9
democratic	4
party	11
politician	3
repeat	4
wait	6
suppose	8
claim	5
stage	3
lie	24
campaign	8
protect	9
remember	7
choose	6
dangerous	5
full	9
sentence	6
execute	3
liz	7
cheney	7
fight	6
front	5
war	23
easy	6
warmonger	5
risk	4
die	10
dinner	5
pain	4
she_s	12
ton	7
call	25
legacy	7
interview	3
earth	4
trend	5
excuse	3
million	10
view	4
channel	3
trust	6
sell	7
god	9
hide	5
anymore	9
ban	4
dissent	3
scientist	3
color	3
facebook	3
step	5
debate	11
source	8
material	4
send	7
link	5
opinion	7
community	11
note	11
software	3
open	3
data	4
amaze	5
remove	5
leave	33
stick	6
text	6
lock	3
jail	4
pennsylvania	6
happen	33
election	22
spend	7
strange	8
support	15
constitution	3
swing	16
message	7
care	4
democrat	26
side	9
yo	6
freedom	22
gun	10
guarantee	4
uk	5
arrest	8
banana	5
thousand	6
release	11
john	10
week	9
ago	6
pro	4
reply	3
evidence	5
argument	14
research	11
incorrect	3
ruin	5
stupid	7
correct	10
street	6
apologize	4
rachel	3
vaccine	3
virus	9
pure	3
russia	3
compromise	7
pay	14
hillary	4
grow	6
life	21
maximize	4
personal	5
merit	3
society	5
race	8
sex	3
succeed	4
ability	4
glass	11
rally	10
square	7
garden	4
nazi	6
audience	3
speaker	3
jimmy	3
political	3
medicine	3
bill	3
nazis	7
mainstream	4
flow	3
govern	7
dollar	8
federal	6
access	3
advertise	3
expose	3
corruption	4
pretend	8
power	5
free	12
anti	5
define	3
lab	4
kick	11
stewart	3
resist	3
fouchy	3
criticism	3
book	5
sue	3
monster	3
gain	4
function	11
money	13
fake	4
throw	5
death	6
cure	6
deal	12
fascinate	3
pharmaceutical	5
drug	14
complete	7
profit	4
child	4
criminal	5
forever	5
job	11
number	15
stroke	3
action	4
pull	6
market	7
mdma	3
therapy	3
depend	6
individual	5
alcohol	3
impossible	5
sh	3
question	5
meth	14
soldier	4
row	5
bullet	5
rule	8
count	3
limit	4
kill	28
pill	3
jesus	5
christ	3
abuse	4
adol	3
low	3
grade	5
turn	13
angry	6
myth	7
online	4
version	5
math	4
productive	6
officer	4
attention	7
cook	3
backyard	3
character	3
bise	4
maffy	4
trick	5
russian	3
revolver	3
spin	3
report	3
grind	4
scene	5
movie	13
att	3
loose	3
neighbor	5
squirrel	38
wick	4
supposedly	3
pet	13
cute	4
offer	3
chimp	10
face	4
dick	8
dead	3
logical	3
feed	4
tree	4
rumor	6
male	3
peanut	3
fair	3
chance	10
add	3
ideology	4
nice	6
terrible	4
hope	7
vote	28
perfect	5
white	6
correspondence	4
roast	14
west	3
kenya	4
early	5
ass	6
purpose	4
pass	5
joke	8
york	7
identify	3
primary	9
destroy	5
democracy	11
vice	4
machine	4
incredibly	3
victory	3
administration	3
import	3
vast	7
blue	4
simple	9
deck	3
california	13
month	7
id	8
city	4
cheat	3
prove	3
mark	3
kamla	4
puppet	8
legalize	3
pick	4
ship	3
app	8
republican	8
reagan	4
radical	3
bizarre	7
tv	8
bernie	3
biden	8
resign	3
charge	4
decision	3
boss	3
contact	3
camp	3
output	3
room	6
diddy	6
bet	4
warn	4
babylon	3
humor	8
kla	4
harris	3
agency	23
music	4
kid	8
hollywood	6
environment	3
miss	3
stand	3
resource	5
tesla	10
signal	7
objectively	3
electric	5
build	12
cell	7
phone	30
gas	4
station	5
android	6
iphone	6
apple	8
facetime	4
wi	3
service	9
couple	4
moral	5
discuss	3
autonomy	3
battery	3
pack	4
scale	4
hold	3
grock	3
gemini	3
nuclear	3
caitlyn	4
jenna	3
jenner	3
transition	3
wear	3
agree	6
transgender	8
compete	6
swim	7
end	5
vulgar	3
ai	5
public	3
act	4
locker	3
competition	5
biological	6
moment	5
bunny	3
civilization	7
logic	3
invulnerability	3
condition	3
mom	4
south	3
choice	4
existential	3
shar	3
liability	3
coach	4
deploy	6
knucklehead	3
troop	5
devil	4
hitler	5
endorse	3
celebrity	3
threat	3
ll	3
role	4
clint	4
basic	3
opportunity	3
joker	3
efficiency	3
department	5
suffocate	3
bureaucracy	6
bankrupt	3
payment	3
defense	3
budget	4
bankruptcy	3
eliminate	4
congress	3
meet	3
past	3
regulator	6
field	5
ref	4
football	3
efficient	3
private	3
float	3
economic	4
east	3
germany	6
income	4
tariff	10
supply	3
chain	3
manufacture	8
equipment	4
magical	3
horn	3
specialization	4
japanese	5
steer	4
boat	5
james	3
starlink	6
area	4
antenna	3
estimate	3
tomorrow	4